doi,title,date,tier,program,grant,acronym,call,disc,stage,stage_frac,proj_start,proj_end,proj_status,madmp,schema_ok,n_datasets,n_dist,personal,sensitive,ethics,challenging,access,url,dl
10.5281/zenodo.17458416,Data Management Plan - CAARE: Characterization and Recovery of Bionanoparticles for Vaccine Delivery and Gene Therapy,2025-10-27,Horizon Europe,HORIZON,101168862,CAARE,HORIZON-MSCA-2023-DN-01,natural sciences,early,0.268,2024-10-01,2028-09-30,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/17458416,
10.5281/zenodo.17450480,Deliverable: 7.2 Title: Data Management Plan,2025-10-26,Horizon Europe,HORIZON,101159293,HortiFoodTrends,HORIZON-WIDERA-2023-ACCESS-02,agricultural sciences,mid,0.468,2024-06-01,2027-05-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17450480,
10.5281/zenodo.17431174,Zemas kvalitātes biomasas kurināmo granulu potenciāla novērtējums siltumenerģijas ražošanai Latvijā,2025-10-24,Other EU,EC,77777,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17431174,
10.5281/zenodo.17456115,Data Management Plan,2025-10-24,Horizon Europe,HORIZON,101057388,EuroScienceGateway,HORIZON-INFRA-2021-EOSC-01,natural sciences,late,1.049,2022-09-01,2025-08-31,CLOSED,False,,,,0,0,,False,public,https://zenodo.org/records/17456115,
10.5281/zenodo.17433187,NEXTCELL WP1 T1.5 D.1.2 DATA MANAGEMENT PLAN DMP UPDATE,2025-10-24,Horizon Europe,HORIZON,101069910,NEXTCELL,HORIZON-CL5-2021-D2-01,natural sciences,late,0.703,2023-01-01,2026-12-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17433187,
10.5281/zenodo.17236743,Clustering of DESI galaxies split by thermal Sunyaev-Zeldovich effect,2025-10-22,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17236743,
10.5281/zenodo.17398461,PID:36219-Maria Rakka-Coral-larvae-ULPGC,2025-10-20,No funder metadata,,,,,,unknown,,,,,True,False,2,2,0,0,unknown,False,public,https://zenodo.org/records/17398461,https://zenodo.org/api/records/17398461/files/PID36219Maria_RakkaCorallarvaeULPGC.json/content
10.5281/zenodo.17396704,FORWARD Project - Data Management Plan,2025-10-20,Horizon Europe,HORIZON,101067043,FORWARD,HORIZON-MSCA-2021-PF-01,,late,1.068,2023-09-01,2025-08-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17396704,
10.5281/zenodo.17390503,D1.2 Data Management Plan,2025-10-19,Horizon Europe,HORIZON,101082131,InvestCEC,HORIZON-CL6-2022-CIRCBIO-01,social sciences,late,0.989,2022-11-01,2025-10-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17390503,
10.5281/zenodo.17387576,Direct Measurement of Galaxy Assembly Bias using DESI DR1 Data,2025-10-18,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17387576,
10.5281/zenodo.17376146,BIAS Revised Data Management Plan,2025-10-17,Horizon Europe,HORIZON,101070468,BIAS,HORIZON-CL4-2021-HUMAN-01,natural sciences,late,0.74,2022-11-01,2026-10-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17376146,
10.5281/zenodo.17376039,BIAS Data Management Plan version 1,2025-10-17,Horizon Europe,HORIZON,101070468,BIAS,HORIZON-CL4-2021-HUMAN-01,natural sciences,late,0.74,2022-11-01,2026-10-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17376039,
10.5281/zenodo.17368669,"IPBES Monitoring assessment, Chapter 1.  DMR 1. History of monitoring",2025-10-16,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17368669,
10.5281/zenodo.17367245,VALIDATE D3.1 Research data management plan (DMP),2025-10-16,Horizon Europe,HORIZON,101057263,VALIDATE,HORIZON-HLTH-2021-DISEASE-04,natural sciences,late,0.866,2022-05-01,2026-04-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17367245,
10.5281/zenodo.17362628,DMP for the CEELOMLOE project (PID2023-150590OB-I00),2025-10-15,Other funder,,PID2023-150590OB-I00,,,,unknown,,,,,True,True,7,0,0,0,unknown,False,public,https://zenodo.org/records/17362628,https://zenodo.org/api/records/17362628/files/DMP_for_the_CEELOMLOE_project_PID2023150590OBI00.json/content
10.5281/zenodo.20467739,Deliverable D6.1 - Data Management Plan,2025-10-15,Horizon Europe,HORIZON,101131346,GreenCosmIn,HORIZON-MSCA-2022-SE-01,natural sciences,mid,0.406,2024-03-01,2028-02-29,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/20467739,
10.5281/zenodo.17360548,FAIR-EASE - D1.6 : Final Project and Data Management Plan,2025-10-15,Horizon Europe,HORIZON,101058785,FAIR-EASE,HORIZON-INFRA-2021-EOSC-01,natural sciences,late,1.041,2022-09-01,2025-08-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17360548,
10.5281/zenodo.17360184,D6.1 Midterm update of the Data Management Plan,2025-10-15,Horizon Europe,HORIZON,101081847,trans4num,HORIZON-CL6-2022-ZEROPOLLUTION-01,agricultural sciences,late,0.718,2022-12-01,2026-11-30,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/17360184,
10.5281/zenodo.17346374,Data and Collaboration Policy - Australian Venom Innovation and Discovery Initiative,2025-10-14,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17346374,
10.5281/zenodo.17348712,GRAPHERGIA D1.2 Data Management Plan,2025-10-14,Horizon Europe,HORIZON,101120832,GRAPHERGIA,HORIZON-CL4-2022-DIGITAL-EMERGING-02,engineering and technology,mid,0.583,2023-10-01,2027-03-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17348712,
10.53962/r7qx-eb9r,Example Data Management Plan: Measurement of Morphological Richness in Tagalog Agrammatic Speech,2025-10-13,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17375609,
10.5281/zenodo.17338182,Data management plan for Latvian Council of Science project lzp-2024/1-0382,2025-10-13,Other funder,,FARP_lzp-2024/1-0382,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17338182,
10.5281/zenodo.17337727,Developing an artificial neural network model to analyze emission spectra of high-frequency  electrodeless lamps,2025-10-13,Other funder,,No1.1.1.9/LZP/1/24/023,,,,unknown,,,,,True,False,2,8,0,0,unknown,False,public,https://zenodo.org/records/17337727,https://zenodo.org/api/records/17337727/files/Developing_an_artificial_neural_network_model_to_analyze_emission_spectra_of_highfrequency__electrodeless_lamps.json/content
10.5281/zenodo.17335029,BIOservicES Data Management Plan,2025-10-12,Horizon Europe,HORIZON,101112374,BIOservicES,HORIZON-MISS-2022-SOIL-01,natural sciences,mid,0.423,2023-09-01,2028-08-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17335029,
10.5281/zenodo.18476520,Evidence for large baryonic feedback at low and intermediate redshifts from kinematic Sunyaev-Zel'dovich observations with ACT and DESI photometric galaxies,2025-10-10,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/18476520,
10.5281/zenodo.17313972,Heavy metal concentration in precipitation and their impact on the environment,2025-10-10,Other funder,,1.1.1.9/LZP/1/24/141_2,,,,unknown,,,,,True,False,3,12,0,0,unknown,True,public,https://zenodo.org/records/17313972,https://zenodo.org/api/records/17313972/files/Heavy_metal_concentration_in_precipitation_and_their_impact_on_the_environment.json/content
10.5281/zenodo.17298579,Enhancing Multiplet Alignment Measurements with Imaging,2025-10-08,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17298579,
10.5281/zenodo.17279633,"Data Management Plan for project ""Analysis of the Applicability of Artificial Intelligence Methods in the Field of European Union Fund Projects""",2025-10-06,Other funder,,VPP-AI-2024-1-0003,,,,unknown,,,,,True,False,3,12,0,0,unknown,False,public,https://zenodo.org/records/17279633,https://zenodo.org/api/records/17279633/files/Data_Management_Plan_for_project_Analysis_of_the_Applicability_of_Artificial_Intelligence_Methods_in_the_Field_of_European_Union_Fund_Projects.json/content
10.5281/zenodo.17278226,Exploration of near-infrared and short-term variability in spectra of planetary nebulae precursors,2025-10-06,Other EU,EC,LU postdoc,,,,unknown,,,,,True,False,1,3,0,0,unknown,False,public,https://zenodo.org/records/17278226,https://zenodo.org/api/records/17278226/files/Exploration_of_nearinfrared_and_shortterm_variability_in_spectra_of_planetary_nebulae_precursors.json/content
10.5281/zenodo.17268452,Institutional review board and ethical statement (informed consent): Use of the PhET Colorado 'Graphing Lines' simulator to build conceptualizations of slope: a view from mathematical connections,2025-10-05,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/17268452,
10.5281/zenodo.17242614,DMP of Exploring the Behavior of Self-assembling Styrylpyridinium and Its Aza-Analog Fluorescent Probes within Liposomes as Mimics of Biological Membranes (LipAgrStyrPro),2025-10-01,Other funder,,lzp-2024/1-0364,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17242614,
10.5281/zenodo.17242078,"Development of artificial intelligent systems for early biomarker detection in spine imaging with a focus on evaluating structural changes in osteoporotic vertebral bodies, including potential applications for war affected individuals",2025-10-01,Other funder,,LV_UA_GRANT_2,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/17242078,
10.5281/zenodo.17866885,EIRENE PPP D3.1 - Data policy and Data Management Plan of EIRENE,2025-10,Horizon Europe,HORIZON,101079789,EIRENE PPP,HORIZON-INFRA-2021-DEV-02,medical and health sciences,unknown,,2022-10-01,2025-09-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17866885,
10.5281/zenodo.18199780,STASIS - Data Management Plan,2025-09-30,Other funder,,21NRM05,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/18199780,
10.5281/zenodo.17232279,"PID: 40871 – Balanced pond feeding Proof-of-concept in German fishponds - development and evaluation of circular, ecological stoichiometric pond feeds to cure seasonal imbalances in pond natural food web",2025-09-30,No funder metadata,,,,,,unknown,,,,,True,False,1,2,0,0,unknown,False,public,https://zenodo.org/records/17232279,https://zenodo.org/api/records/17232279/files/PID_40871__Balanced_pond_feeding_Proofofconcept_in_German_fishponds__development_and_evaluation_of_circular_ecological_stoichiometric_pond_feeds_to_cure_seasonal_imbalances_in_pond_natural_food_web.json/content
10.5281/zenodo.17533120,COALESCE Data Management Plan,2025-09-30,Horizon Europe,HORIZON,101095230,COALESCE,HORIZON-WIDERA-2022-ERA-01,,mid,0.625,2023-04-01,2027-03-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17533120,
10.5281/zenodo.17174556,D1.19 Data Management Plan Update,2025-09-30,Horizon 2020,H2020,862731,FRAMEwork,H2020-SFS-2018-2020,,late,1.0,2020-10-01,2025-09-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17174556,
10.5281/zenodo.17232992,Data Management Plan v2.0 for the U-SPY project,2025-09-30,Horizon Europe,HORIZON,101152452,U-SPY,HORIZON-MSCA-2023-PF-01,natural sciences,mid,0.499,2024-10-01,2026-09-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17232992,
10.5281/zenodo.17225204,Utilization of Microbial-Induced Calcite Precipitation for Sustainable Concrete Production,2025-09-29,Other funder,,086,,,,unknown,,,,,True,False,3,3,0,0,unknown,False,public,https://zenodo.org/records/17225204,https://zenodo.org/api/records/17225204/files/Utilization_of_MicrobialInduced_Calcite_Precipitation_for_Sustainable_Concrete_Production.json/content
10.5281/zenodo.17226636,"D8.3 DATA MANAGEMENT PLAN, UPDATE M36",2025-09-29,Horizon Europe,HORIZON,101060179,CODECS,HORIZON-CL6-2021-GOVERNANCE-01,agricultural sciences,late,0.749,2022-10-01,2026-09-30,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/17226636,
10.5281/zenodo.17609563,D7.4 Data management plan update 2,2025-09-29,Horizon Europe,HORIZON,101060014,CHORIZO,HORIZON-CL6-2021-FARM2FORK-01,,late,0.999,2022-10-01,2025-09-30,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/17609563,
10.5281/zenodo.17208807,EOSC Data Commons D1.2 - Data Management Plan - v1.0 - Under EC Review,2025-09-26,Horizon Europe,HORIZON,101188179,EOSC Data Commons,HORIZON-INFRA-2024-EOSC-01,natural sciences,early,0.163,2025-04-01,2028-03-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17208807,
10.5281/zenodo.17196600,Data Management Plan - REVALSEA,2025-09-26,Horizon Europe,HORIZON,101146373,REVALSEA,HORIZON-MSCA-2023-PF-01,natural sciences,early,0.139,2025-04-01,2028-09-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17196600,
10.5281/zenodo.19567250,MODALSHIFT: Data management plan,2025-09-25,Horizon Europe,HORIZON,101203040,MODALSHIFT,HORIZON-CL5-2024-D6-01,natural sciences,early,0.091,2025-06-01,2028-11-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/19567250,
10.5281/zenodo.17201854,AD4GD D8.4 Data Management Plan (final) Funded by the European Union,2025-09-25,Horizon Europe,HORIZON,101061001,AD4GD,HORIZON-CL6-2021-GOVERNANCE-01,natural sciences,late,1.023,2022-09-01,2025-08-31,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/17201854,
10.5281/zenodo.17191230,Development of Effective Technical Solutions for Energy Consumption Transition to Mitigate Climate Impact (TRANSIT),2025-09-24,Other funder,,POSTDOC,,,,unknown,,,,,True,False,1,4,0,0,unknown,False,public,https://zenodo.org/records/17191230,https://zenodo.org/api/records/17191230/files/Development_of_Effective_Technical_Solutions_for_Energy_Consumption_Transition_to_Mitigate_Climate_Impact_TRANSIT.json/content
10.5281/zenodo.17190479,The pathfinder framework,2025-09-24,Other funder,,NNF22SA0081175,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17190479,
10.5281/zenodo.17190544,Data Management Plan v.3.0 (Deliverable D7.3),2025-09-24,Horizon Europe,HORIZON,101060452,OCEAN ICE,HORIZON-CL6-2021-CLIMATE-01,natural sciences,late,0.725,2022-11-01,2026-10-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17190544,
10.5281/zenodo.17190123,D1.2 DATA MANAGEMENT PLAN,2025-09-24,Horizon Europe,HORIZON,101185661,ERMES,HORIZON-EIC-2024-PATHFINDEROPEN-01,natural sciences,early,0.161,2025-04-01,2028-03-31,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/17190123,
10.5281/zenodo.17189883,SCARBOn Data Management Plan,2025-09-24,Horizon Europe,HORIZON,101135301,SCARBOn,HORIZON-CL4-2023-SPACE-01,engineering and technology,mid,0.52,2024-01-01,2027-04-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17189883,
10.5281/zenodo.17182375,DMP for OptiEnergyHub,2025-09-23,Other funder,,lzp-2024/1-0307,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17182375,
10.5281/zenodo.17177348,MultimetricST Spatial Transcriptomics Datasets Clustering Results,2025-09-22,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17177348,
10.5281/zenodo.17171958,Interdépendance entre les variables étudier,2025-09-21,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17171958,
10.5281/zenodo.17161323,Data management plan for Nr. LU-BA-ZG-2024/1-0020 Project title: The new paradigm in education – changing values and integrating Sustainable Development goals into the study content New,2025-09-19,No funder metadata,,,,,,unknown,,,,,True,False,1,4,0,0,unknown,False,public,https://zenodo.org/records/17161323,https://zenodo.org/api/records/17161323/files/Data_management_plan_for_Nr_LUBAZG202410020_Project_title_The_new_paradigm_in_education__changing_values_and_integrating_Sustainable_Development_goals_into_the_study_content_New.json/content
10.5281/zenodo.17641382,D6.5 - Final Data Management Plan,2025-09-19,Horizon Europe,HORIZON,101059407,MarinePlan,HORIZON-CL6-2021-BIODIV-01,natural sciences,late,0.99,2022-10-01,2025-09-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17641382,
10.5281/zenodo.17609153,D4.2 Data Management Plan – V2,2025-09-19,Horizon Europe,HORIZON,101158464,COLOSSE,HORIZON-WIDERA-2023-ACCESS-04,,mid,0.49,2024-04-01,2027-03-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17609153,
10.5281/zenodo.17609095,D4.1 Data Management Plan - V1,2025-09-19,Horizon Europe,HORIZON,101158464,COLOSSE,HORIZON-WIDERA-2023-ACCESS-04,,mid,0.49,2024-04-01,2027-03-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17609095,
10.5281/zenodo.17160406,Data Management Plan (Deliverable 1.2),2025-09-19,Horizon Europe,HORIZON,101094984,MeDeMAP,HORIZON-CL2-2022-DEMOCRACY-01,social sciences,late,0.852,2023-03-01,2026-02-28,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17160406,
10.5281/zenodo.17184336,Data Management Plan - Horizon Europe,2025-09-18,Horizon Europe,HORIZON,101073978,DIRECTED,HORIZON-CL3-2021-DRS-01,social sciences,late,0.742,2022-10-01,2026-09-30,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/17184336,
10.5281/zenodo.17132229,Data management plan for the project: Methods and Tools for Control of Resilience of Integrated Energy Systems (IntEneRes) (LCS project No. 1.1.1.9/LZP/1/24/066),2025-09-16,No funder metadata,,,,,,unknown,,,,,True,False,1,5,0,0,unknown,False,public,https://zenodo.org/records/17132229,https://zenodo.org/api/records/17132229/files/Data_management_plan_for_the_project_Methods_and_Tools_for_Control_of_Resilience_of_Integrated_Energy_Systems_IntEneRes_LCS_project_No_1119LZP124066.json/content
10.5281/zenodo.19052807,B1MGplus D1.2 Data management plan,2025-09-16,Other EU,EC,101194865,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/19052807,
10.5281/zenodo.17395170,D12.1 Data Management Plan,2025-09-16,Horizon Europe,HORIZON,101122277,APOLLO,HORIZON-CL5-2022-D3-03,engineering and technology,mid,0.57,2024-01-01,2026-12-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17395170,
10.5281/zenodo.17120257,Pla d'Acció CoARA URL 2025-2028,2025-09-15,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17120257,
10.5281/zenodo.17120550,Meta-Analysis of Categorical Equivalence and Scale Invariance,2025-09-15,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17120550,
10.5281/zenodo.17115282,Validation of the DESI-DR1 3x2-pt analysis: scale cut and shear ratio tests,2025-09-14,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17115282,
10.5281/zenodo.17111172,Detection of supernova magnitude fluctuations induced by large-scale structure,2025-09-13,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17111172,
10.5281/zenodo.17100543,DESI DR1 Lyα 1D power spectrum: The Fast Fourier Transform estimator,2025-09-11,Other funder,,ANR-22-CE92- 0037,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17100543,
10.5281/zenodo.17099293,interTwin D1.4 Final Data Management Plan,2025-09-11,Horizon Europe,HORIZON,101058386,interTwin,HORIZON-INFRA-2021-TECH-01,natural sciences,late,1.01,2022-09-01,2025-08-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17099293,
10.5281/zenodo.17089175,Plan de Gestión de Datos de Investigación: Fortalecimiento de la iniciativa de inclusión financiera desarrollada en el Circuito de Economía Solidaria del Suroccidente del país,2025-09-10,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17089175,
10.5281/zenodo.17350323,Data Management Plan (DMP) MULTIOMICS_CZ,2025-09-10,Other funder,,CZ.02.01.01/00/23_020/0008540,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17350323,
10.5281/zenodo.17093770,D7.5 Interim Data Management Plan,2025-09-10,Horizon Europe,HORIZON,101060638,D4RUNOFF,HORIZON-CL6-2021-ZEROPOLLUTION-01,natural sciences,late,0.866,2022-09-01,2026-02-28,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/17093770,
10.5281/zenodo.17084302,Strategy of Innovation for the Faculty of Engineering - Report 2021 - 2025,2025-09-09,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17084302,
10.5281/zenodo.17085386,Quiescent host galaxies of extended quasars revealed by spectrophotometric decomposition,2025-09-09,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17085386,
10.5281/zenodo.17055683,iMagine D1.4 Final Data Management Plan,2025-09-05,Horizon Europe,HORIZON,101058625,iMagine,HORIZON-INFRA-2021-SERV-01,natural sciences,late,1.005,2022-09-01,2025-08-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17055683,
10.5281/zenodo.17050529,StoryMachine D1.1 Data Management Plan (Version 1),2025-09-04,DFG,DFG,AH/Z507222/1,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/17050529,
10.5281/zenodo.17048691,D1.3 Data Management Plan - final update,2025-09-04,Horizon Europe,HORIZON,101058527,Skills4EOSC,HORIZON-INFRA-2021-EOSC-01,,late,1.004,2022-09-01,2025-08-31,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17048691,
10.5281/zenodo.17049884,AI4REALNET Ethics and data management plan - 2nd version,2025-09-03,Horizon Europe,HORIZON,101119527,AI4REALNET,HORIZON-CL4-2022-HUMAN-02,natural sciences,mid,0.551,2023-10-01,2027-03-31,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/17049884,
10.5281/zenodo.17038281,MOPLAND: A Co-construction Conceptual Model for Participatory Land-Use Modelling in Spatial Planning - Plano de Gestão de Dados,2025-09-02,No funder metadata,,,,,,unknown,,2024-10-08,2024-10-08,,True,False,1,3,0,0,unknown,False,public,https://zenodo.org/records/17038281,https://zenodo.org/api/records/17038281/files/MOPLAND_A_Coconstruction_Conceptual_Model_for_Participatory_LandUse_Modelling_in_Spatial_Planning__Plano_de_Gesto_de_Dados.json/content
10.5281/zenodo.17037342,Data Management Plan (Project 1: Room Temperature Measurements),2025-09-02,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,True,public,https://zenodo.org/records/17037342,
10.5281/zenodo.16947437,Influence of sample handling conditions on radiation-induced effects in biphasic tritium breeding material for future thermonuclear fusion reactors,2025-09-02,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/16947437,
10.1088/1475-7516/2025/09/007,Exploring HOD-dependent systematics for the DESI 2024 Full-Shape galaxy clustering analysis,2025-09-01,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/16537082,
10.5281/zenodo.17713916,SPECTRUM D1.3 Data Management Plan,2025-09-01,Horizon Europe,HORIZON,101131550,SPECTRUM,HORIZON-INFRA-2023-DEV-01,,mid,0.668,2024-01-01,2026-06-30,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/17713916,
10.5281/zenodo.17389695,"DELIVERABLE 6.6 ""Update of the Data Management Plan at the End of the 2nd RP""",2025-08-31,Horizon Europe,HORIZON,101099462,SafeWax,HORIZON-EIC-2022-PATHFINDEROPEN-01,engineering and technology,mid,0.626,2023-03-01,2027-02-28,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/17389695,
10.5281/zenodo.17009326,MAGIC AND SUPERSTITION IN THE WORLDVIEW OF LATVIAN PEASANTS (16TH–18TH CENTURIES),2025-08-30,No funder metadata,,,,,,unknown,,,,,True,False,3,3,0,0,unknown,False,public,https://zenodo.org/records/17009326,https://zenodo.org/api/records/17009326/files/MAGIC_AND_SUPERSTITION_IN_THE_WORLDVIEW_OF_LATVIAN_PEASANTS_16TH18TH_CENTURIES.json/content
10.5281/zenodo.17406136,ROBIN Data Management Plan – Final Version,2025-08-30,Horizon Europe,HORIZON,101060504,ROBIN,HORIZON-CL6-2021-GOVERNANCE-01,social sciences,late,0.999,2022-09-01,2025-08-31,CLOSED,False,,,,0,0,,True,public,https://zenodo.org/records/17406136,
10.5281/zenodo.16992652,DESI 2024 V: Full-Shape Galaxy Clustering from Galaxies and Quasars,2025-08-29,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/16992652,
10.5281/zenodo.16993190,Data management plan,2025-08-29,Horizon Europe,HORIZON,101181077,INFINIFISH,HORIZON-CL6-2024-FARM2FORK-02,natural sciences,early,0.061,2025-06-01,2029-05-31,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/16993190,
10.5281/zenodo.16993480,RI-SCALE_D1.2 – Data Management Plan,2025-08-29,Horizon Europe,HORIZON,101188168,RI-SCALE,HORIZON-INFRA-2024-TECH-01,natural sciences,early,0.165,2025-03-01,2028-02-29,SIGNED,False,,,,0,0,,True,public,https://zenodo.org/records/16993480,
10.5281/zenodo.18545661,D24.2 Initial Data Management Plan,2025-08-28,Horizon Europe,HORIZON,101184070,P2F,HORIZON-CL5-2024-D1-01,natural sciences,early,0.123,2025-03-01,2029-02-28,SIGNED,False,,,,0,0,,False,public,https://zenodo.org/records/18545661,
10.5281/zenodo.17036440,Standardising Data Management Plans for Machine-Actionable Data Management across NFDI and beyond,2025-08-26,DFG,DFG,521453681,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/17036440,
10.5281/zenodo.16949061,Projekthandbuch Vorlage als Workflow für gutes Forschungsdatenmanagement (FDM) / Project manual template as a workflow for good research data management (RDM),2025-08-26,Other funder,,ESF Plus Promotionsstipendium,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/16949061,
10.5281/zenodo.16943723,DESI DR1 Lyα 1D power spectrum: The optimal estimator measurement,2025-08-25,No funder metadata,,,,,,unknown,,,,,False,,,,0,0,,False,public,https://zenodo.org/records/16943723,
10.5281/zenodo.16940784,Data Management Plan for 2024/2025 of life-cycle of an offshore wind farm in the legal framework (LU-BA-PG-2024/1-0024),2025-08-25,No funder metadata,,,,,,unknown,,,,,True,False,2,9,0,0,unknown,False,public,https://zenodo.org/records/16940784,https://zenodo.org/api/records/16940784/files/Data_Management_Plan_for_20242025_of_lifecycle_of_an_offshore_wind_farm_in_the_legal_framework_LUBAPG202410024_.json/content
10.5281/zenodo.16939965,"Development of mono and bimetallic Ru, Re catalysts for sustainable aviation fuel production (1.1.1.9/LZP/1/24/064)",2025-08-25,No funder metadata,,,,,,unknown,,,,,True,False,2,10,0,0,unknown,False,public,https://zenodo.org/records/16939965,https://zenodo.org/api/records/16939965/files/Development_of_mono_and_bimetallic_Ru_Re_catalysts_for_sustainable_aviation_fuel_production_1119LZP124064.json/content
10.5281/zenodo.16937965,IAM COMPACT - Machine-Actionable Data Management Plan,2025-08-24,Horizon Europe,HORIZON,101056306,IAM COMPACT,HORIZON-CL5-2021-D1-01,natural sciences,late,0.994,2022-09-01,2025-08-31,SIGNED,True,False,26,117,0,0,no,True,public,https://zenodo.org/records/16937965,https://zenodo.org/api/records/16937965/files/IAM_COMPACT__MachineActionable_Data_Management_Plan_New.json/content
